From_Date,From Time,Offense,Zip Code,DVFlag,Race,Sex,Firearm Used Flag  
41943,0.92,640,64106,U,W,M,N
41816,0.65,2601,64106,U,U,U,N
41880,0.5,1401,64124,U,,,N
41818,0.63,670,64124,U,W,F,N
41678,0.08,801,64111,N,W,M,N
41695,0.64,630,64129,U,,,N
41750,0.93,1546,64134,U,,,N
41677,0.82,801,64110,U,B,F,N
41901,0.36,2402,64127,U,B,F,N
41701,0.5,690,64133,U,,,N
41912,0.97,302,64130,U,B,M,Y
41686,0.17,2040,64127,U,B,F,N
41992,0.38,1740,64152,U,A,F,N
41735,0.5,502,64109,U,U,U,N
41707,0.68,1849,64123,U,,,N
41925,0,501,64132,U,,,N
41698,0.98,301,64106,U,W,M,N
41814,0.85,2402,64114,U,,,N
41687,0.29,501,64131,U,U,U,N
41717,0.13,901,64111,U,U,U,N
41827,0.86,802,64106,U,W,F,N
41755,0.69,2601,64131,U,B,M,N
41944,0.3,640,64117,U,U,U,N
41621,0.33,1120,64117,U,,,N
41881,0.61,802,64130,Y,B,F,N
41783,0.42,301,64108,N,B,M,N
41735,0.04,1401,64130,U,U,U,N
41787,0.1,640,64106,U,U,U,N
41810,0.79,702,64137,U,U,U,N
41676,0.29,702,64134,U,,,N
41854,0.46,501,64137,U,B,M,N
41811,0.92,702,64111,U,U,U,N
41716,0.33,1401,64119,N,U,U,N
41738,0.69,690,64130,U,B,M,N
41768,0.63,2601,64116,U,,,N
41671,0.67,650,64106,U,W,M,N
41775,0.13,690,64106,U,U,U,N
41892,0.75,2655,64130,U,B,M,N
41915,0.22,501,64156,N,W,F,N
41942,0.81,640,64158,U,,,N
41899,0.42,1401,64124,U,B,F,N
41816,0.91,802,64117,Y,W,F,N
41888,0.72,501,64119,U,W,F,N
41698,0.52,630,64133,N,W,M,N
41958,0.04,702,64110,U,W,F,N
41979,0.69,640,64114,U,B,F,N
41874,0.61,702,64134,U,U,U,N
41783,0.69,670,64124,U,,,N
41724,0.76,501,64124,U,W,F,N
41894,0.38,501,64138,U,U,U,N
41746,0.74,801,64126,N,W,M,N
41951,0.16,1120,64126,U,B,M,N
41652,0.71,401,,U,B,F,Y
41656,0.97,2201,64105,U,W,M,N
41801,0.21,1849,64126,U,,,N
41736,0.62,1849,64130,U,,,N
41992,0.28,502,64131,U,,,N
41791,0.23,801,64116,N,B,M,N
41823,0.5,690,64127,U,,,N
41689,0.4,670,64131,U,B,M,N
41669,0.49,1849,64132,U,W,M,N
41696,0.67,501,64134,U,B,F,N
41651,0.94,2655,64106,U,W,F,N
41936,0.54,640,64124,N,W,F,N
41907,0.71,401,64131,U,B,F,Y
42001,0.43,501,64123,U,W,M,N
41720,0.83,802,64130,Y,B,M,N
41978,0.87,802,64134,Y,B,M,N
41779,0.63,640,64154,U,W,F,N
41979,0.92,802,64138,Y,W,M,N
41769,0.83,1401,64155,N,U,U,N
41997,0.58,501,64130,U,U,U,N
41843,0.73,690,,U,U,U,N
41778,0.48,1001,64134,U,W,F,N
41683,0.75,801,64127,U,W,F,N
41806,0.93,690,64127,U,U,U,N
41766,0.48,801,64134,U,B,F,N
41825,0.89,1401,64118,U,,,N
41752,0.99,301,64127,N,W,M,N
41984,0.81,301,64111,U,B,M,N
41863,0.5,670,64128,U,W,M,N
41973,0.93,801,64130,N,W,M,N
41953,0.3,2100,64109,U,W,F,N
41996,0.98,1401,64116,U,B,M,N
41669,0.38,901,64127,U,W,F,N
41852,0.75,1849,64107,U,,,N
41855,0.6,802,64110,Y,B,F,N
41669,0.79,1401,64110,U,U,U,N
41942,0.67,2601,64105,U,W,M,N
41857,0.88,640,64155,U,U,U,N
42000,0.12,650,64145,U,W,F,N
41779,0.08,1850,,U,,,N
41929,1,640,64114,U,W,M,N
41929,0.93,2001,64127,N,B,F,N
41824,0.22,501,64123,U,W,F,N
41861,0.08,640,64117,N,B,F,N
41722,0.5,1122,64138,U,U,U,N
41950,0.77,502,64127,U,B,F,N
41646,0.5,501,64126,U,W,M,N
41868,0.04,801,64130,U,B,F,N
41738,0.63,1401,64134,N,B,F,N
41994,0.98,1401,64155,U,W,F,N
41709,0.21,501,64129,U,U,U,N
41640,0.56,630,64154,U,,,N
41825,0.68,640,64119,N,W,M,N
41716,0.01,2201,64157,U,W,M,N
41752,0.79,831,64118,U,W,F,N
41687,0.94,702,64110,U,B,M,N
41699,0.54,702,,U,W,M,N
41749,0.89,802,64124,Y,B,M,N
41852,0.95,670,64111,U,B,M,N
41661,0.55,2040,64157,U,W,M,N
41975,0.46,2601,64138,U,B,F,N
41888,0.97,2201,64105,U,,,N
41683,0.33,831,64133,U,B,F,N
41821,0.28,501,64127,U,B,F,N
41645,0.93,2655,64124,U,B,M,N
41940,0.67,801,64106,U,W,M,N
41887,0.54,2601,64108,U,,,N
41666,0.63,2601,64106,U,,,N
41743,0.83,501,64127,U,W,M,N
41954,0.85,1401,64155,U,U,U,N
41992,0.54,640,64108,U,U,U,N
41727,0.01,1352,64123,U,B,F,N
41728,0.17,401,64124,N,W,M,Y
41736,0.4,1741,64130,U,B,F,N
41793,0.71,690,,U,,,N
41993,0.58,650,64128,N,B,F,N
41863,0.96,502,64108,U,B,M,N
41968,0.7,302,64111,U,B,M,Y
41734,0.26,1850,64108,U,,,N
41785,0.42,802,64124,U,B,M,N
41654,0.46,801,64124,N,W,M,N
41970,0.79,802,,U,B,M,N
41811,0.27,301,64127,U,B,M,N
41979,0.27,502,64119,N,W,M,N
41747,0.71,802,64155,Y,W,F,N
41784,0.11,302,64138,U,B,F,Y
41832,0.61,1401,64138,U,B,M,N
41719,0.46,630,64110,U,B,M,N
41751,0.88,1850,64123,U,W,F,N
41770,0.11,3020,64116,U,U,U,N
41824,0.87,302,64123,N,W,M,Y
41863,0.84,630,64154,U,W,F,N
41892,0.71,501,64117,U,W,F,N
41886,0.5,690,64114,U,U,U,N
41867,0.58,801,64125,N,B,M,N
41798,0.07,401,64130,N,B,M,N
41840,0.06,1850,64106,U,W,F,N
41658,0.83,650,64111,U,W,F,N
41947,0.69,801,64111,U,B,F,N
41867,0.63,501,64117,U,U,U,N
41885,0.42,2601,64134,U,B,F,N
41770,0.83,1401,64153,N,U,U,N
41864,0.59,802,64134,Y,B,M,N
41771,0.92,640,64145,U,U,U,N
41923,0.85,401,,U,B,F,N
41840,0.13,1849,64127,U,,,N
41908,0.9,2655,64134,U,B,M,N
41916,0.06,802,64106,N,W,M,N
41765,0.35,831,64155,N,W,F,N
41755,0.93,630,64133,U,W,F,N
41710,0.96,1401,64106,U,U,U,N
41990,0.69,501,64132,U,B,M,N
41888,0.15,402,64109,U,B,M,Y
41791,0.65,802,,U,W,M,N
41988,0,1002,64157,N,W,F,N
41872,0.54,802,,Y,B,F,N
41821,0.5,670,64132,U,,,N
41851,0.5,501,64134,U,U,U,N
38248,0.71,1742,64130,N,U,U,N
41842,0.58,501,64130,U,B,M,N
41776,0.42,670,64117,U,U,U,N
41870,0.63,501,64134,U,B,F,N
41785,0.61,2655,64114,U,B,M,N
41719,0.71,501,64131,U,U,U,N
41656,0.5,1120,64110,U,,,N
41945,0.78,210,64124,U,W,M,N
41823,0.73,670,64128,U,W,M,N
41803,0.56,501,64123,U,U,U,N
41644,0.04,702,64127,U,W,M,N
41670,0.81,1401,64118,U,B,M,N
41942,0.89,840,64110,U,,,N
41650,0.12,501,64123,U,B,M,N
41776,0.94,650,64108,U,U,U,N
41714,0.1,401,64132,N,B,F,N
41670,0.83,302,64123,U,W,F,Y
41742,0.19,1401,64155,N,U,U,N
41708,0.29,501,64111,U,W,F,N
41901,0.67,501,64137,U,U,U,N
41735,0.38,690,64132,U,B,M,N
41933,0.85,690,64129,U,U,U,N
41841,0.63,802,64128,Y,B,F,N
41847,0.97,1401,64127,U,W,F,N
41871,0.76,802,64138,Y,B,M,N
41823,0.71,650,64117,N,W,F,N
41922,0.08,1401,,U,W,M,N
41842,0.36,702,64152,N,A,M,N
41853,0.91,403,64123,Y,W,M,N
41751,0.71,2601,,U,,,N
41863,0.92,702,64126,U,W,M,N
41884,1,1401,,U,W,M,N
41932,0.79,690,64145,U,U,U,N
41982,0.04,401,64138,U,B,F,Y
41684,0.74,670,64153,N,W,F,N
41812,0.77,690,64114,U,U,U,N
41797,0.65,302,64123,N,W,M,Y
41713,0.5,670,64126,U,U,U,N
41915,0.83,690,64102,U,U,U,N
41742,0.91,840,64108,U,W,M,N
41890,0.27,690,64134,U,W,M,N
41845,0.84,1849,64110,U,B,F,N
41923,0.54,801,64134,N,W,M,N
41778,0.47,2601,64120,U,W,F,N
41747,0.6,630,64105,U,,,N
41837,0.74,640,64132,U,W,M,N
41711,0.63,1849,64106,U,B,M,N
41888,0.71,650,64106,U,U,U,N
41796,0.74,702,64105,U,B,M,N
41793,0.83,403,64134,Y,B,M,N
41712,0.9,1849,64123,U,,,N
41677,0.82,630,64110,U,,,N
41937,0.96,640,64106,U,W,M,N
41970,0.81,670,64151,N,B,F,N
41931,0.1,1401,64108,U,W,M,N
41741,0.46,1120,64151,N,U,U,N
41709,0.81,802,64118,Y,W,F,N
41995,0.74,401,64109,U,B,M,Y
41759,0.94,501,64157,U,W,F,N
41980,0.95,802,64133,Y,W,M,N
41815,0.92,650,64155,N,U,U,N
41671,0.98,802,64108,Y,W,F,N
41747,0.46,1401,64109,U,U,U,N
41746,0.38,640,64109,U,U,U,N
41828,0.74,690,64114,U,,,N
41743,0.63,1401,64117,U,U,M,N
41750,0.71,630,64153,N,B,F,N
41708,0.85,1849,64153,U,,,N
41775,0.67,1120,64118,U,U,U,N
41900,0.04,640,64151,U,U,U,N
41767,0.43,1850,64126,U,W,F,N
41863,0.72,2402,64112,U,,,N
41984,0.77,690,64117,U,B,M,N
41846,0.56,840,64152,U,,,N
41787,0.63,670,64130,U,U,U,N
41761,0.73,2040,64120,U,W,M,N
41924,0.96,630,64127,U,,,N
41729,0.74,802,64108,Y,B,M,N
41873,0.88,640,64108,U,U,U,N
41782,0.4,802,64111,U,W,M,N
41913,0.5,1122,64114,U,W,M,N
41276,0.74,690,64112,U,W,F,N
41933,0.63,640,64133,N,U,U,N
41794,0.88,802,64127,U,B,F,N
41897,0.7,2601,64152,U,W,M,N
41693,0.78,1849,64117,U,B,M,N
41869,0.83,1750,64129,U,B,M,N
41717,0.63,670,64124,U,B,M,N
41701,0.24,2601,64106,U,,,N
41852,0.8,1546,,U,,,Y
41787,0.63,650,64111,U,W,M,N
41943,0.88,502,64123,U,W,M,N
41868,0.67,690,64111,U,W,F,N
41972,0.54,2604,64130,U,B,M,N
41882,0.85,1401,64123,U,U,U,N
41806,0.58,702,64111,U,U,M,N
41776,0.58,802,64111,Y,B,F,N
41717,0.92,630,64118,U,W,M,N
41659,0.78,630,64111,U,B,F,N
41984,0.71,650,64134,U,U,U,N
41746,0.58,640,64118,N,U,U,N
41732,0.73,2601,,U,,,N
41625,0.5,650,64118,U,,,N
41713,0.75,650,64151,N,W,M,N
41934,0.76,640,64111,U,U,U,N
41913,0.63,690,64106,U,U,U,N
,0.09,1401,64108,U,B,M,N
41705,0.88,501,64124,U,B,M,N
41715,0.03,630,64119,U,B,M,N
41952,0.81,842,64110,U,,,N
41659,0.54,670,64101,U,W,F,N
41788,0.5,501,64151,U,U,U,N
41887,0.1,640,64123,U,W,M,N
41855,0.55,840,64133,U,,,N
41926,0.88,670,64106,U,W,F,N
41844,0.4,501,64156,U,U,U,N
41939,0.75,640,64157,U,W,F,N
41800,0.73,801,64117,U,B,F,N
41978,0.92,1401,64109,U,U,U,N
41823,0.82,2001,64151,U,W,M,N
41655,0.46,501,64125,U,U,U,N
41843,0.92,1401,64132,U,B,F,N
41785,0.97,840,64132,U,,,N
41893,0.82,640,64111,U,U,U,N
41718,0.81,690,64134,U,W,M,N
41736,0.79,1401,64131,U,B,F,N
41836,0.33,650,0,U,W,M,N
41855,0.04,1401,64134,U,B,F,N
41980,0.03,801,64108,N,W,M,N
41804,0.7,1401,64130,U,B,M,N
41836,0.76,403,,U,W,M,N
41925,0.13,401,64126,U,U,M,Y
41820,0,501,64130,U,U,U,N
42001,0.74,1001,64131,U,W,F,N
41895,0.79,702,64109,U,U,U,N
41659,0.41,501,64119,U,W,F,N
41776,0.75,1401,64108,U,B,F,N
41643,0.15,1849,64117,U,B,M,N
41999,0.4,1197,64151,N,U,U,N
41843,0.9,2100,64128,U,B,M,N
41826,0.08,401,64130,U,B,M,Y
41885,0.02,230,64129,U,W,F,N
41832,0.15,1401,64124,U,W,M,N
41829,0.63,801,64130,N,B,F,N
41578,0.46,670,64134,U,U,U,N
41774,0.67,2601,64134,U,B,F,N
41914,0.35,702,64126,U,W,F,N
41841,0.96,640,64151,N,U,U,N
41783,0.35,630,,N,W,M,N
41681,0.53,1050,64151,U,,,N
41655,0.72,501,64129,U,U,U,N
41824,0.96,650,64117,N,B,F,N
41927,0.83,501,64119,U,W,M,N
41825,0.03,401,64127,U,B,M,Y
41698,0.38,640,64110,U,U,U,N
41962,0.02,1352,64128,N,U,U,N
41701,0.02,501,64130,U,U,U,N
41731,0.33,401,64109,U,U,U,Y
41795,0.97,840,64105,U,W,M,N
41812,0.83,630,64109,U,,,N
41768,0.79,1849,64123,U,,,N
41667,0.04,1401,64124,U,U,U,N
41700,0.81,403,64151,Y,W,F,N
41928,0.93,2655,64124,U,W,M,N
41939,0.34,501,64125,U,W,M,N
41801,0.47,1850,64117,U,W,F,N
41853,0.27,802,64130,Y,W,M,N
41844,0.92,650,64127,N,U,U,N
41891,0.52,2601,64134,U,U,U,N
41903,0.56,702,64123,U,W,M,N
41959,0.49,901,64128,N,U,U,N
41800,0.26,690,64118,N,W,F,N
41709,0.72,802,64130,Y,B,M,N
41851,0.39,2601,64123,U,U,U,N
41831,0.67,702,64127,U,U,U,N
41835,0.85,640,64131,U,U,U,N
41741,0.03,301,64111,U,W,M,N
41851,0.75,301,64127,N,B,M,N
41936,0.58,640,64110,U,U,U,N
41941,0.61,840,64128,U,,,N
41452,0.08,2601,64151,N,W,F,N
41917,0,802,64109,Y,W,F,N
41828,0.51,630,64158,U,,,N
41694,0.6,2655,64110,U,B,M,N
41797,0.77,403,64128,U,W,F,N
41772,0.59,690,64118,U,,,N
41772,0.75,2601,,U,B,M,N
41923,0.68,2601,64134,U,B,F,N
41833,0.04,640,64153,N,U,U,N
41985,0.74,1198,64118,U,U,U,N
41761,0.54,802,64130,Y,B,F,N
36330,0.5,1750,64128,N,B,M,N
41805,0.1,801,64124,N,B,M,N
41709,0.08,1401,64130,U,U,U,N
41000,0.25,670,64153,U,U,U,N
41760,0,670,64131,U,W,F,N
41815,0.31,1050,64120,U,W,M,N
41830,0.36,501,64132,U,W,F,N
41951,0.65,630,64138,U,B,M,N
41645,0.5,2601,64109,U,U,U,N
41893,0.56,2655,64133,U,,,N
41738,0.33,702,64105,U,U,U,N
41863,0.54,702,64106,U,B,M,N
41963,0.95,1849,64111,U,,,N
42003,0.64,2041,64124,Y,W,M,N
41660,0.71,1401,64116,N,U,U,N
41927,0.36,501,64128,U,W,F,N
41881,0.78,802,64130,U,B,M,N
41897,0.03,1849,64130,U,,,N
41905,0,1849,64109,U,,,N
41988,0.52,302,64130,U,B,F,Y
41910,0.45,2601,64110,U,U,U,N
41696,0.88,801,64132,U,W,F,N
41860,0.17,640,64134,U,W,M,N
41945,0.01,1849,64123,U,,,N
41706,0.68,403,64118,Y,B,M,N
41661,0.69,670,64109,U,U,U,N
41641,0.42,802,64108,U,B,M,N
41891,0.88,1401,64110,U,B,F,N
41937,0.13,501,64127,U,U,U,N
41929,0.65,401,64127,U,W,M,N
41984,0.69,690,64138,U,U,U,N
41868,0,2601,64151,U,B,M,N
41794,0.84,401,64130,N,B,F,N
41993,0.07,802,64127,Y,B,F,N
41836,0.08,403,64133,Y,B,M,N
41972,0.42,650,64131,U,U,U,N
41803,0.98,840,64131,U,W,M,N
41750,0.5,1198,64112,U,U,U,N
41929,0.5,501,64132,U,U,F,N
41816,0.65,640,64137,U,W,M,N
41790,0.86,401,64130,U,B,F,N
41733,0.63,1002,64111,U,,,N
41884,0.33,650,64127,U,W,F,N
41960,0.77,802,64123,Y,B,M,N
41809,0.63,690,64138,U,U,U,N
41928,0.8,670,64106,U,U,U,N
41814,0.71,501,64124,U,U,U,N
41824,0.26,802,,U,B,M,N
41869,0.56,1849,64126,U,W,M,N
41773,0.58,2655,64133,U,,,N
41733,0.83,1401,64134,U,B,F,N
41793,0.71,690,,U,,,N
41839,0.06,640,64111,U,,,N
41943,0.08,840,64106,U,,,N
41762,0.17,501,64134,U,U,M,N
41796,0.86,1401,64111,U,U,U,N
41996,0.71,1401,64118,N,W,F,N
41828,0.79,201,64116,U,U,M,N
41977,0,1188,64130,U,U,U,N
41858,0.57,1850,64127,U,,,N
41775,0.67,690,64110,U,W,M,N
41974,0.23,501,64154,U,,,N
41906,0.35,840,64134,U,B,M,N
41837,0.92,1401,64111,U,W,M,N
41820,0.58,1401,64130,U,U,U,N
41698,0.78,702,64126,U,U,U,N
41768,0.76,840,64132,U,B,M,N
41838,0.76,2655,64130,U,W,F,N
41761,0.75,801,,U,B,F,N
41856,0.33,501,64130,U,,,N
41938,0.73,670,64109,U,U,U,N
41714,0.15,801,64106,N,B,M,N
41779,0.15,302,64117,U,B,M,Y
41816,0.5,650,64111,U,U,U,N
41867,0.69,1849,64109,U,,,N
41660,0.42,2601,64109,U,B,F,N
41655,0,1401,64155,U,,,N
41887,0.59,301,64127,U,W,M,N
41995,0.84,2655,64106,U,P,M,N
41857,0.81,640,64110,U,W,M,N
41909,0.68,640,64108,U,U,U,N
41662,0.5,501,,U,U,U,N
41706,0.6,2655,64110,U,,,N
41664,0.9,801,64127,U,B,M,N
41863,0.52,1352,64152,U,W,F,N
41716,0.4,502,64127,U,,,N
41738,0.34,670,64134,N,B,F,N
41833,0.52,690,64124,N,W,M,N
41931,0.86,1401,64134,U,B,M,N
41797,0.54,650,64127,U,U,U,N
41874,0.17,2601,64138,U,B,M,N
41886,0.26,501,64139,U,W,M,N
41886,0.53,1002,64145,U,B,F,N
41690,0.9,670,64153,N,W,F,N
41960,0.72,630,64133,U,B,M,N
41806,0.75,640,64152,U,W,F,N
41821,0.48,1122,64117,N,W,M,N
41962,0.84,650,64137,U,U,U,N
41815,0.81,1401,64118,N,W,F,N
41900,0.79,702,64124,U,W,F,N
41670,0.5,501,64134,U,B,M,N
41653,0,1401,64130,U,B,F,N
41725,0.94,640,64136,U,U,U,N
41909,0.88,1849,64109,U,B,F,N
41676,0.94,302,64120,U,B,M,Y
41841,0.69,2601,64106,U,U,U,N
41885,0.4,630,64111,U,,,N
41918,0,1198,64155,N,B,M,N
41874,0.85,630,64145,U,,,N
41900,0.75,1352,64127,U,W,M,N
41961,0.29,2040,64134,U,B,M,N
41713,0.61,1401,64129,U,W,M,N
41890,0.58,1122,64137,U,B,F,N
41938,0.53,1401,64145,U,W,M,N
41876,0.99,1850,64128,U,,,N
41946,0,640,64117,U,U,U,N
41891,0.73,2601,64118,U,,,N
41890,0.59,1401,64130,U,W,M,N
41825,0.71,2655,64106,U,,,N
41957,0.79,501,64131,U,W,M,N
41860,0.23,301,64110,U,W,F,N
41689,0.26,702,64125,U,U,U,N
41643,0.02,2601,64132,U,W,M,N
41833,0.97,301,64110,U,B,M,N
41958,0.04,1849,64134,U,,,N
41680,0.25,1352,64120,U,U,F,N
41867,0.96,401,64132,N,B,M,Y
41767,0.38,702,64127,U,W,F,N
41881,0.11,1401,64130,N,B,M,N
41987,0.79,650,64118,N,U,U,N
41824,0.98,1401,64127,U,B,M,N
41898,0.33,302,64124,U,B,M,Y
41955,0.58,502,64134,U,B,M,N
41662,0.49,501,64127,U,U,U,N
41609,0.17,702,64131,U,B,M,N
41896,0.48,702,64146,U,W,M,N
41854,0.86,702,64130,N,B,F,N
41926,0,1122,64155,N,U,U,N
41914,0.8,1401,64110,U,U,U,N
41745,0.85,1401,64130,U,U,U,N
41805,0.88,702,64128,U,B,M,N
41884,0.83,802,64130,Y,B,F,N
41898,0.65,401,64123,U,W,F,N
41843,0.78,2403,64106,U,,,N
41685,0.25,650,64129,U,W,M,N
41725,0.94,702,64146,U,U,U,N
41791,0.4,501,64124,U,W,M,N
41915,0.79,2601,64126,U,W,M,N
41949,0.77,801,64133,U,W,F,N
42001,0.1,2655,64105,N,W,M,N
41783,0.67,831,64106,U,U,U,N
41799,0.9,1401,64154,N,U,U,N
41867,0.97,1546,64109,U,B,M,Y
41798,0.92,802,64116,Y,W,F,N
41742,0.42,802,64128,Y,B,M,N
41658,0.97,670,64134,U,B,F,N
41772,0.7,802,64110,U,B,F,N
41874,0.58,690,64134,U,U,U,N
41714,0.45,403,64147,Y,B,M,Y
41895,0.16,802,64133,Y,B,F,N
41652,0.81,401,64134,U,U,U,Y
41878,0.54,501,64130,N,U,U,N
41753,0.77,690,64127,U,U,U,N
41794,0.95,403,64108,Y,B,F,N
41923,0.56,501,64114,U,B,F,N
41661,0.48,630,64111,U,,,N
41801,0.71,670,64123,N,W,M,N
41821,0.67,2601,64109,U,,,N
41994,0.69,501,64127,U,U,U,N
42002,0.68,302,64127,U,W,F,Y
41918,0.13,640,64128,U,B,F,N
41751,0,1401,64145,U,W,M,N
41697,0.56,1198,64119,N,W,M,N
39448,0,1198,64116,N,W,M,N
41829,0.69,201,64109,U,B,M,N
41821,0.37,2402,64111,U,,,N
41892,0.29,501,64111,U,U,U,N
41948,0.5,1742,64114,U,W,M,N
41900,0.48,640,64133,U,U,U,N
41941,0.61,2601,64145,U,U,U,N
41908,0.67,690,64106,U,U,U,N
41658,0.74,802,64151,Y,W,M,N
41723,0.58,650,64147,U,B,M,N
41765,0.71,670,,U,U,U,N
41991,0.33,702,64114,U,B,M,N
41832,0.42,690,64134,U,U,U,N
41646,0.24,502,64118,U,,,N
41908,0.79,630,64111,U,,,N
41660,0.8,799,64130,U,W,F,N
41871,0.75,301,64123,U,W,M,N
41650,0.63,1120,64127,U,W,M,N
41763,0.26,3020,64131,U,B,M,N
41913,0.13,1401,64124,U,U,U,N
41995,0.63,1401,64127,U,B,M,N
41895,0.42,802,64110,Y,B,M,N
41762,0.26,640,64124,U,U,U,N
41812,0.71,403,64131,U,B,M,Y
41850,0.68,302,64111,U,B,F,Y
41726,0.75,1401,64114,U,U,U,N
41808,0.52,630,64110,U,B,M,N
41810,0.54,501,64106,U,B,M,N
41931,0.07,1401,64132,U,B,M,N
41846,0.63,502,64123,U,,,N
41952,0.13,1546,64127,U,B,M,Y
41761,0.55,690,64130,N,U,U,N
41942,0.08,702,64138,U,B,M,N
41752,0.46,1198,64130,U,W,F,N
41974,0.83,660,64101,U,U,U,N
41756,0.92,2601,64132,U,B,M,N
41975,0.44,690,64119,U,W,F,N
41778,0.51,690,64132,U,U,U,N
41974,0.76,501,64138,U,B,F,N
41807,0.68,2655,64106,U,W,M,N
41672,0.45,501,64130,U,B,M,N
41759,0.26,501,64132,U,B,M,N
41678,0.8,1201,64154,U,,,N
41774,0.06,650,64154,N,U,U,N
41673,0.58,630,64119,U,W,M,N
41730,0.63,610,64127,U,B,F,N
41758,0.05,2402,64108,U,,,N
41723,0.85,1850,64123,U,,,N
41742,0.98,1401,64130,U,B,F,N
41718,0.4,702,64132,U,B,F,N
41954,0.04,403,64118,Y,W,F,N
41641,0.48,1850,64106,U,,,N
41986,0,2601,64120,U,W,M,N
41949,0.64,501,64128,U,W,M,N
41668,0.57,301,64138,U,B,M,N
41834,0.17,802,64111,Y,W,F,N
41911,0.73,640,64129,N,U,U,N
41865,0.5,670,64155,N,W,M,N
41979,0.06,702,64151,N,U,U,N
41715,0.67,1401,64131,U,W,M,N
41888,0.88,402,64110,U,W,M,Y
41855,0.54,650,64130,U,W,M,N
41817,0.79,802,64127,U,B,M,N
41770,0.75,640,64152,N,A,M,N
41893,0.92,401,64130,U,U,U,N
41711,0.54,702,64109,U,B,M,N
41748,0.08,302,64130,N,B,M,Y
41664,0.39,1401,64127,N,W,F,N
41728,0.77,2001,64108,U,B,F,N
41824,0.56,630,64114,N,B,F,N
41753,0.92,802,64134,Y,B,M,N
41982,0.46,501,64126,U,U,U,N
41935,0.5,690,64138,U,U,U,N
41701,0.68,801,64116,U,W,F,N
41854,0.06,502,64110,U,W,M,N
41697,0.67,502,64129,U,,,N
41830,0.85,630,64133,U,,,N
41905,0.85,702,64133,U,W,M,N
41799,0.92,801,64106,U,B,F,N
41888,0.46,640,64154,N,U,U,N
41804,0.03,802,64133,Y,B,F,N
41837,0.44,670,64118,N,W,M,N
41790,0.85,1401,64133,N,B,M,N
41673,0.08,901,64124,U,U,U,N
41706,0.96,1401,64108,U,W,M,N
41908,0,690,64111,N,U,U,N
41985,0.54,640,64111,U,U,U,N
41696,0.77,2040,64151,U,W,F,N
41816,0.88,802,64130,Y,B,F,N
41956,0.33,501,64155,N,W,F,N
41875,0.02,650,64124,U,U,U,N
41874,0.85,501,64152,N,U,U,N
41852,0.48,1401,64119,U,U,U,N
41983,0.81,630,64145,U,B,M,N
41909,1,2601,64108,U,U,U,N
41796,0.8,501,64130,Y,B,M,N
41998,0.92,1401,64128,U,B,F,N
41662,0.7,301,64106,U,W,M,N
41714,0.5,501,64134,U,U,U,N
41880,0.61,801,64123,U,B,M,N
41969,0.17,2402,64110,U,W,M,N
41793,0.71,690,,U,,,N
41789,0.75,1122,64134,U,B,F,N
41759,0.5,1122,64120,U,,,N
41886,0.83,1401,64117,U,U,U,N
41879,0.74,1001,64127,U,,,N
41830,0,831,64133,U,B,F,N
41548,0.5,1702,64124,U,W,M,N
41970,0.88,1849,64109,U,B,M,N
41657,0.02,1122,64153,N,W,M,N
41662,0.38,2601,64138,U,B,F,N
41916,0.28,802,64114,Y,B,M,N
41804,0.03,401,64134,U,U,U,Y
41705,0.01,702,64134,U,U,U,N
41688,0.33,650,64153,N,W,M,N
41809,0.79,650,64110,U,U,U,N
41985,0.52,670,64124,U,B,F,N
41919,0.82,1120,64151,U,W,M,N
41830,0.02,1849,64130,U,B,M,N
41896,0.71,670,64133,U,B,M,N
41956,0.79,501,64108,U,B,F,N
41666,0.35,501,64114,U,W,M,N
41718,0.92,2601,64132,U,B,M,N
41737,0.75,502,64128,U,U,U,N
41755,0.91,402,64110,U,B,F,Y
41898,0.77,702,64110,U,U,U,N
41888,0.42,501,64130,U,B,M,N
41773,0.38,702,64128,N,B,M,N
41834,0.06,1120,64133,U,B,F,N
41944,0.35,1401,64134,U,U,U,N
41826,0.79,650,64118,N,U,U,N
41883,0.83,640,64158,N,U,U,N
41957,0.88,702,64127,U,U,M,N
41793,0.53,630,64157,N,A,F,N
41643,0.51,650,64145,U,U,U,N
41722,0.4,630,64130,N,B,M,N
41875,0.85,2601,64130,U,B,M,N
41881,0.71,2403,64111,U,W,M,N
41902,0.31,640,64106,U,W,F,N
41740,0.11,630,64116,U,B,M,N
41811,0.25,802,64134,Y,B,F,N
41655,0.58,670,64111,U,W,M,N
41688,0.99,2655,64106,U,B,M,N
41673,0.95,840,64119,U,,,N
41788,0.68,1849,64117,U,W,M,N
41853,0.43,1401,64124,U,W,F,N
41858,0.4,401,64125,U,W,M,Y
41819,0.5,1850,64151,U,,,N
41830,0.54,690,64124,N,B,M,N
41822,0.9,1849,64132,U,B,M,N
41821,0.83,501,64119,N,W,F,N
41850,0.3,501,64126,U,B,M,N
41995,0.92,302,64131,Y,B,M,Y
41902,0.17,1401,64127,U,,,N
41661,0.38,702,64151,N,W,F,N
41927,0.58,1401,64106,U,U,U,N
41752,0.29,1401,64124,U,U,U,N
41768,0,690,64119,U,W,M,N
41957,0.5,630,64105,U,,,N
41783,0.72,1849,64127,U,,,N
41758,0.47,2601,64123,U,,,N
41898,0.08,802,64124,Y,W,F,N
